model,column,search_type,r2_score,rmse,params,run
SVR,1,optuna,0.5650930198947537,3.4193532995920917,"{'C': 1.148996144099044, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.684296385102114, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,2,optuna,0.5727975714862434,3.38893035123295,"{'C': 0.5202937911095569, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.7378203459635632, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,3,optuna,0.9250610307215185,66.6330714179759,"{'C': 2.9038498864023725, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.5880332540212784, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,4,optuna,0.10671306695243776,66.83278599050799,"{'C': 7.713582130156619, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.5472414914087861, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,5,optuna,1.0,0.0,"{'C': 1.4432366938922103, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.08204747050198714, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,6,optuna,0.9070027578674393,0.08945373489364612,"{'C': 5.528667845415786, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.059591021118229684, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,8,optuna,0.04200819100866715,0.017160765510969716,"{'C': 0.4057733807294468, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.029121170343234012, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,9,optuna,0.0,0.0018971884072427514,"{'C': 0.46861668064311834, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.841277080920544, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,10,optuna,0.0,0.01682428987939597,"{'C': 0.3281919331353511, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.709615137582541, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,11,optuna,0.42944201671723803,0.034383510589326274,"{'C': 0.6563275031110706, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.01557119243129942, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,12,optuna,0.0,0.044167645117741516,"{'C': 0.24950886514462772, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.25987607541090835, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
SVR,13,optuna,0.9263703350894712,69.25624207360677,"{'C': 5.121786364717639, 'cache_size': 200, 'coef0': 0.0, 'degree': 3, 'epsilon': 0.5950106365885148, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0
