model,column,search_type,r2_score,rmse,params,run
LinearRegression,1,optuna,0.5779012483503813,3.368626189915828,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,2,optuna,0.5779012483503813,3.368626189915828,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,3,optuna,0.9400938729653985,59.57603502331054,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,4,optuna,0.2901688685737669,59.57603502331053,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,5,optuna,1.0,0.0,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,6,optuna,0.8932755598012375,0.09582865352872254,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,8,optuna,0.05355615870502939,0.017057020990795722,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,9,optuna,0.0,0.0015104849096691637,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,10,optuna,0.4899555772829466,0.007065810147444033,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,11,optuna,0.47670740325437844,0.03292855087251673,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,12,optuna,0.23088606075773044,0.02779355299243763,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,13,optuna,0.9321860606035555,66.46484517389719,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",0
LinearRegression,1,optuna,0.5779012483503813,3.368626189915828,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,2,optuna,0.5779012483503813,3.368626189915828,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,3,optuna,0.9400938729653985,59.57603502331054,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,4,optuna,0.2901688685737669,59.57603502331053,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,5,optuna,1.0,0.0,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,6,optuna,0.8932755598012375,0.09582865352872254,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,8,optuna,0.05355615870502939,0.017057020990795722,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,9,optuna,0.0,0.0015104849096691637,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,10,optuna,0.4899555772829466,0.007065810147444033,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,11,optuna,0.47670740325437844,0.03292855087251673,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
LinearRegression,12,optuna,0.23088606075773044,0.02779355299243763,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'positive': False}",1
