model,column,search_type,r2_score,rmse,params,run
MLP,1,optuna,-0.6318157705759762,6.6234055854053535,"{'units_1': 115, 'units_2': 48, 'dropout': 0.177001277507086, 'l2_reg': 0.0025836680790038953}",3
MLP,1,optuna,-0.17221901565715036,5.6137125140230655,"{'units_1': 117, 'units_2': 61, 'dropout': 0.3485463023643103, 'l2_reg': 0.004917404454481812}",5
MLP,1,optuna,0.3131352881195528,4.2971586630746685,"{'units_1': 118, 'units_2': 26, 'dropout': 0.13394592060868205, 'l2_reg': 0.006231839572814743}",8
MLP,1,optuna,0.2481783236304267,4.49576092659095,"{'units_1': 54, 'units_2': 61, 'dropout': 0.10572971743613546, 'l2_reg': 0.009823863140127837}",4
MLP,1,optuna,0.3686341047195091,4.11989688413933,"{'units_1': 101, 'units_2': 56, 'dropout': 0.10494470228512667, 'l2_reg': 0.00783510465979224}",1
MLP,1,optuna,0.24335334077182147,4.5101641275500075,"{'units_1': 109, 'units_2': 55, 'dropout': 0.14735425155892992, 'l2_reg': 0.001681751164811806}",0
MLP,1,optuna,0.4095498127525048,3.9841659477350966,"{'units_1': 88, 'units_2': 32, 'dropout': 0.1123952431559816, 'l2_reg': 0.009173367873056483}",6
MLP,1,optuna,0.33199051779775257,4.23776725180559,"{'units_1': 95, 'units_2': 45, 'dropout': 0.20930615694821894, 'l2_reg': 0.006044360587719748}",7
MLP,1,optuna,-0.632471614357744,6.624736459596758,"{'units_1': 116, 'units_2': 47, 'dropout': 0.15974660601352395, 'l2_reg': 0.002579162195629774}",2
MLP,1,optuna,0.380118305620478,4.082255592575583,"{'units_1': 128, 'units_2': 62, 'dropout': 0.1092773769402712, 'l2_reg': 0.005703191842758662}",9
MLP,2,optuna,0.29575254232940584,4.351193839024968,"{'units_1': 128, 'units_2': 64, 'dropout': 0.10550294318616062, 'l2_reg': 0.002804211417538593}",5
MLP,2,optuna,0.24768376094277278,4.497239382282221,"{'units_1': 120, 'units_2': 59, 'dropout': 0.16288434111328193, 'l2_reg': 0.0062343825319932065}",3
MLP,2,optuna,-0.6968734387066173,6.754147065654094,"{'units_1': 120, 'units_2': 50, 'dropout': 0.11614698560685158, 'l2_reg': 0.004265854314814684}",6
MLP,2,optuna,-0.42975863087505495,6.199792442785469,"{'units_1': 105, 'units_2': 51, 'dropout': 0.2450400661089385, 'l2_reg': 0.0041113892825228576}",9
MLP,2,optuna,0.1436779899685312,4.798045260092379,"{'units_1': 76, 'units_2': 45, 'dropout': 0.1934984928445061, 'l2_reg': 0.00895292685005029}",1
MLP,2,optuna,0.4428633624767405,3.8701397387966536,"{'units_1': 126, 'units_2': 63, 'dropout': 0.18949263458197235, 'l2_reg': 0.004672927622789732}",8
